match_id,game_id,team,score_team,opponent,score_opp,win_lose,map,map_pick,player_id,player,agent,rating,acs,kill,death,assist,kast%,adr,hs%,fk,fd
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,Jerrwin,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,JonahP,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,JonahP,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,JonahP,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,Reduxx,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,Reduxx,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,Reduxx,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,Timotino,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,Timotino,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,Timotino,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,bang,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,bang,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,bang,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,cortezia,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,cortezia,Unknown,,,0,0,0,,,,,
706365,0,100 Thieves,0,Sentinels,0,opponent win,N/A,N/A,0,cortezia,Unknown,,,0,0,0,,,,,
